Password,Length,Has_Uppercase,Has_Digits,Has_Special
qsiotyag1kgbm30jt,17,0,1,0
upaw1uxv3mo,11,0,1,0
]<!N[B;F,8,1,1,1
qf;nx+>a-.,10,0,0,1
llE[=:37y1A-:4P<pTu,19,1,1,1
uupggskvtwju,12,0,0,0
Eacoz7lfRjE0iZ,14,1,1,0
fztvtbmzgnjyw,13,0,0,0
_=%14i1/^s=5ev-cy.3h6<8,23,0,1,1
"!4{|*9,0o!x<jf>c7y{",19,0,1,1
tvd4llam65h,11,0,1,0
">+c$no],fe[<+uptrjgj+,{",23,0,0,1
3VGxUhEqsQjVJ,13,1,1,0
H8F5MBUD0pUbeCd,15,1,1,0
g_{4#)!7n]d=wo8#5$v|_eb.,24,0,1,1
bqavuaatcxvtmfbb,16,0,0,0
"%4,*d_w!",8,0,1,1
:v(0WrVE<a|7db>3ppPi^Z4,23,1,1,1
zdziy6nb4cema6xbpzfxp,21,0,1,0
v9t0oc_2),9,0,1,1
oQbvVmlGHTwFhQLWWlRi,20,1,0,0
_{Zc2#_J()D-O1,14,1,1,1
b|@o_)UhKRaZF4k,15,1,1,1
o*|OaF%&yTEqGp;#xSNWH,21,1,0,1
"df]gi>-v&d,q}x<z<|=a<(,%",24,0,0,1
IH?M+lVbE(+igG$IG<):k(uc,24,1,0,1
IgjkHDUaJaFskxOrTXsYvQix,24,1,0,0
bmqvvgtisqbrbpd,15,0,0,0
"e;],*qe}<zn<gcpu^c*?o",21,0,0,1
*IJBFTU3fb18vNj}[=Bhp&8,23,1,1,1
gapdecyoslckdvqvhjtc,20,0,0,0
qv4r27da3ju2xva,15,0,1,0
/d9#|iai>}19y9$!.,17,0,1,1
q(;%r/>?;=]s]@<p.,17,0,0,1
aEqeYNkozVqiqI,14,1,0,0
"}.ftx+,e$!-=sk",14,0,0,1
g<7=@<y$,8,0,1,1
"#oa/2=;.!rm,b$m5m(9/{",21,0,1,1
uxvevtzmioxax,13,0,0,0
nslgjwdahu,10,0,0,0
AsLnENXvkZRZCngjFQ,18,1,0,0
3*47%:^%>>,10,0,1,1
fyjYHjeYzYNNdypVxjNLzx,22,1,0,0
91yjsz0olrfnighlbexx0v,22,0,1,0
adnvgxnnfi,10,0,0,0
xcjlo5kfw6rcr3i,15,0,1,0
jujmucpiotmdehwqtqogfm,22,0,0,0
>y<%4(%/[!/*0*-=7a(|,20,0,1,1
9dc8g2nb0qzqqiot17v,19,0,1,0
y6r6ttogysaudjgmx,17,0,1,0
*i?vqe3_mj%abhxbqm,18,0,1,1
K0YPaunoBP6lcsO,15,1,1,0
rAk{2jxO%Kh*^;tXq,17,1,1,1
CliZn09OXvSroHG2Go,18,1,1,0
?t-kach#be+rj,13,0,0,1
vsRN)DMmz>K|QGGxIq#,19,1,0,1
#&JI$:Mpi3-KK7(7l5^,19,1,1,1
NzRQSdEgjTxpfw,14,1,0,0
xHWpWJvkNlFsxBwv,16,1,0,0
{?m{)!*|@@dop{d,15,0,0,1
ATRJUoTiMeoTf,13,1,0,0
y1lWMfSaMACx|O,14,1,1,1
t9G@PK1-*N11bnq}!Mdn$p@(,24,1,1,1
"}j7vc$XZ@[Z!/+-w6,TSzYP%",24,1,1,1
9=h:.)cls=ax*/]isetd5uzf,24,0,1,1
207AdzYYGOh,11,1,1,0
BgMbknQW,8,1,0,0
njnplfludsofowchc,17,0,0,0
Frm25grhZWzYL,13,1,1,0
wzd+h+=&$g!|if,14,0,0,1
@Q#Vg#PUb?,10,1,0,1
WfxhJTyzVkOeAjmUiAMbv,21,1,0,0
nL=+G>Y:4Hd;ZN&$^rd(f-c,23,1,1,1
gwzaosqrgtijwzot,16,0,0,0
<a@yhx#_%yPY+u[z#$Z;oYX&,24,1,0,1
hwjnjaptqbf,11,0,0,0
hE[=Vt[YL*RJQMm,15,1,0,1
BMWrrj3Cf!vf^opQN,17,1,1,1
ux9a28ppvyydqsgp20mnxh3,23,0,1,0
zcamrmbkqfthfngwthcxjju,23,0,0,0
#$?e<v(Enbvd-ZrnJ,17,1,0,1
eOjAEBa0ixExqwYtVKzce,21,1,1,0
RbBLrMo]C,9,1,0,1
rFXyZjGGzWNWXHS,15,1,0,0
*d_?75s2qmm32v+ka[{pd!,22,0,1,1
h@4c0T2wUn,10,1,1,1
F]tsS)CkMRPG])f<mS|Ud/BA,24,1,0,1
.+hw%1:OWf=N+2i,15,1,1,1
"_{#,x-<<=:$j(",13,0,1,1
ithkadekaxligobs,16,0,0,0
",elo-_r@e,u%m|#_u*f",19,0,0,1
7gDkDpyOjiInkUs,15,1,1,0
"3qur19szvm,=jq2r=@",18,0,1,1
gL1gv6bY,8,1,1,0
hqiaiixidzaxtybwgjffsg,22,0,0,0
KwfUSCHzSqfOx,13,1,0,0
v/*4.[axCMFi&,13,1,1,1
rHvGGFjhm,9,1,0,0
r>:g]}rsh/>19u6|<,17,0,1,1
9IcRdAR4wUTr1ye,15,1,1,0
4jk<k(q36%=4p{t,15,0,1,1
s0jsv8kqyneg5iuvzvegdl,22,0,1,0
picp2r44wrr38052cjatil,22,0,1,0
PHteLpSuraobAR,14,1,0,0
tr8l0qginw2r1e,14,0,1,0
Ndu1K2iA0usvWgHpVCB4,20,1,1,0
wjMPaQcmq,9,1,0,0
Ok%V?vZEk=j!q,13,1,0,1
|kYFAv|FAns,11,1,0,1
zmbcucxarlisjbmdv0,18,0,1,0
wxhkhmqkgfoclnmtxzyff,21,0,0,0
ndfgczqxulik,12,0,0,0
G&!pPLVU>v{,11,1,0,1
i>((yj]lof&,11,0,0,1
fzfnthqlowfuydehnlyxza,22,0,0,0
WbAEPAgHjaWYvwuxS,17,1,0,0
pNZE&PWwv{M^qkck,16,1,0,1
ecisdznmrnxztqpfwgj,19,0,0,0
=rn[es*$%pv$/opk$=li,20,0,0,1
=3>6!%_r1f0vik|>%j@.{i,22,0,1,1
quujFCcmwezaFVshP,17,1,0,0
nJMgxhIHcSJW,12,1,0,0
[hi?ty.9j?9?*0zi,16,0,1,1
gM28W55wcc8xtv4BILm87Ax8,24,1,1,0
tjjqolwtvbjyneglp,17,0,0,0
GHCOHSwMolZybyYyBz,18,1,0,0
vFtqDCiSU,9,1,0,0
wkpgnmaoehytuvryhtb,19,0,0,0
ki604q2gacyo2v,14,0,1,0
4[Cd{._qP=C<LXL:*V|,19,1,1,1
9Ss9i8j4aHp133Qcxe,18,1,1,0
zlkqu3dk2aiuc3,14,0,1,0
cippc3]?so4_iims;,17,0,1,1
wgkvntjgieqamnldbytrn,21,0,0,0
sgpixuwaklxc,12,0,0,0
FEzgxtaPmWFEhuJbxZ,18,1,0,0
";n{!s]g,c",9,0,0,1
",i(.j%1#",8,0,1,1
-t#}ist{c!?wwey$,16,0,0,1
".X,eR_IZb",9,1,0,1
TuaqeQunAuZsoqR,15,1,0,0
!sh#$hjk,8,0,0,1
{r^{}no[K=o&=,13,1,0,1
eybyuwlhmfj,11,0,0,0
aPQ!:%QrWh:N!LL,15,1,0,1
-:(.nlgs|_-d|!ux%o},19,0,0,1
"[sb]b},ee@akl#ai",16,0,0,1
hpQZQDnNeBuUp,13,1,0,0
E)$)*[ONOm^f1,13,1,1,1
*.e6jr-)>5:=q^*@ffh0,20,0,1,1
fsO)&:e!h+{Ux,13,1,0,1
^xmywzd$tzajgxt{npn}g,21,0,0,1
HPLLQApxLq,10,1,0,0
":n(y/#+.r&{>li}{z;,",19,0,0,1
NdBLrZqSiNaIBBIWQoPWgsR,23,1,0,0
f6xm7uYq,8,1,1,0
YDshzbwdMoXkYCtoYzQ,19,1,0,0
2jsy0c8u7gyavftl1viktr,22,0,1,0
suxmi75IZ524HqwbL,17,1,1,0
LeFkDzzjsyzCZqFHRnuv,20,1,0,0
cs3iSrRKRoIa,12,1,1,0
bQtyzuDV,8,1,0,0
quhnYaDKEStUswXPWiO,19,1,0,0
p+@#=C}}jpmRc(/moBGEKFp,23,1,0,1
"wS,q;]x)GqhTuYJAeJ!hK6C!",24,1,1,1
lvfujlyfav,10,0,0,0
pe62sp2620mqb,13,0,1,0
")e0,vr.>k;!&*4p]",16,0,1,1
W{Ifj6_}{,9,1,1,1
biwmAe89NAoAe,13,1,1,0
ug//-?+b_;?(0ap;fu,18,0,1,1
UDhhPSaDYfczWPccyf,18,1,0,0
AqpKHmsFOlhskYBAb,17,1,1,0
cwqx3xv9rjnxr6pg8xc,19,0,1,0
mzpxltvczfjpgtgosp,18,0,0,0
i$ypa)tq[&#klan&m),18,0,0,1
ZDoBPxgod,9,1,0,0
kdljcetipyj,11,0,0,0
gcwwlbudxja,11,0,0,0
k.G08C>X=tNiFq=]$-,18,1,1,1
PoTkgGpqHp,10,1,0,0
vGVucLvIfWKLTywJg,17,1,0,0
+=up-;.||01,11,0,1,1
soliwfkcuxh,11,0,0,0
a(:x1.$$,8,0,1,1
aklavrwrfpwsclk,15,0,0,0
q-s;r]$;2r>@1yt=,16,0,1,1
ZwwWglIOdYAtDXTREoQOe,21,1,0,0
hnMFrn[r;X8)5cab[Vv,19,1,1,1
g6o7myabl2679vxxq,17,0,1,0
"KA[,4?<=DM-)ujLWv3Yw",20,1,1,1
coxqxxakuixhynnsvdvettou,24,0,0,0
TZZOUNUtkS5jTgb,15,1,1,0
ud5zudolgjp2pcdkessl6,21,0,1,0
:5pg]1d)l0i;e1!83,17,0,1,1
pFCNQ497b]w=n$H3,16,1,1,1
Fn#W]3pi5OwZDC{!,16,1,1,1
kvuwznpgh,9,0,0,0
%.-<}?riyk^*p)<.h>,18,0,0,1
4lrnk005s4yw666bek,18,0,1,0
"#,<@p[eq-(-b(x!fevd|%ei-",24,0,0,1
92wbwcwoyb523,13,0,1,0
z{5wU&rig,9,1,1,1
cwrt8|&A)kFzYw(::J^,19,1,1,1
e?.?<j_jx3]5}(8%,16,0,1,1
MaBoA6KYGeaLB0oIYHt,19,1,1,0
/a%mf[zM;8/AP3,14,1,1,1
zaiqkvVjBUqItaMROlPuLCa,23,1,0,0
rhkso2l1bnt08,13,0,1,0
d6k#<x7c%ku@?8&;%du65s8,23,0,1,1
XVbkPPFpOGBiK2bflkMr,20,1,1,0
QL/*=D(ZUpu=+){Uj,17,1,1,1
aiwbfoxipeamehavwyptjax,23,0,0,0
eFHjfpdbckDujjBoufyoEL,22,1,0,0
63eJUElqiq7VV37S9tcf4W,22,1,1,0
RyGRuNrBMegnby,14,1,0,0
ua9yruikix6ien3,15,0,1,0
fmybCpRdwb,10,1,0,0
714axjli0sd,11,0,1,0
jwklj9zle2p,11,0,1,0
VmLlHJguUQGuv,13,1,0,0
K8GAyd8wLtWX29,14,1,1,0
*zp!_T}v%LN,11,1,1,1
yYTuIgq(Kr#=lU+,15,1,0,1
XWnHfQGXlzURDrdE,16,1,0,0
ttjwsdggki,10,0,0,0
2&dp-jpr52,10,0,1,1
Ankszd3wATT5,12,1,1,0
G-brY.)vu&Ey(*{:QA,18,1,0,1
Vd_RI)qrf+[[kEn[Y,17,1,0,1
5u7cmhf7djw,11,0,1,0
inskmxfcwhoqofqbbar,19,0,0,0
HeYAGlHVpXvBh,13,1,0,0
"82f;6q-u#+sm,mt1;<$4",20,0,1,1
"4v*391(d,@",10,0,1,1
jeynfqmciukbsxcvptuzxhl,23,0,0,0
MQtVFTtmqG,10,1,0,0
ip7jyv27ba18orhxkfq,19,0,1,0
xv7aC3AOZSOzJ,13,1,1,0
"=ou,{$7qxsb&pc[{",16,0,1,1
#1}l;ym[2taj09>c/p1s,20,0,1,1
PjvlYIfR31C,11,1,1,0
viWzynPTiXpu,12,1,0,0
hPyDRhCBP2SvN2dsEA7,19,1,1,0
}e_g2_?p9sx|,12,0,1,1
UoJ%?CNJ=-]DLdgY.hq:bg,22,1,0,1
zlRdeJvKppxcSvnG,16,1,0,0
j1AigeS7ByKWwT9Htx5C,20,1,1,0
tUrYhKfKxabwQkYt,16,1,0,0
mwlcs3axg6x5jdepu15ok,21,0,1,0
+m?s|%.c]#![n],14,0,0,1
7d93edzc7sv2v,13,0,1,0
d1j7p25lszvmayodglc8orjg,24,0,1,0
"x7hf1|.3jl{lm#,",15,0,1,1
tB1lTG6YmXqF2,13,1,1,0
qrgzlcjfqhhoajln,16,0,0,0
8dglebmzqpkt52rlgbdhje,22,0,1,0
bopmai65c1qjhmw51s99rzqu,24,0,1,0
v;u)ve@tpvku-^w^d(r[,20,0,0,1
jergf5e854,10,0,1,0
h#!la1+7k_vnzh,14,0,1,1
.FXwy&|]?o&)k<q<+BR,19,1,0,1
L3cvG2UmZ15LAS,14,1,1,0
lVLS6lr6p,9,1,1,0
IOoEK*W|hiSNEwq,15,1,0,1
u{yAzfLsqDlp,12,1,0,1
XsISMPHTnbq,11,1,1,0
kndcydfsenesveelojsibuet,24,0,0,0
mxkjjhnsjyzaluconpexnwhb,24,0,0,0
jhrpqedmkjtrsaaae,17,0,0,0
md9yfeokl14dsk9i,16,0,1,0
wpgQCAqfrwelkITOaOZV,20,1,0,0
/filyr(=/(|t/nil*,17,0,0,1
gdnsjtkebjhubdhyasltjaf,23,0,0,0
gI8}$lc]26;N?v[q98,18,1,1,1
"z/v*%<,^_(|<xo}!7>9ie0%",23,0,1,1
szvfcxltt,9,0,0,0
mm;:@1ziq:/}3:!;,16,0,1,1
Z+Fch:Lz#i/A&zgF,16,1,0,1
awfxsyicqruoqzrirst,19,0,0,0
[ADBZV(qVReTUFG>bV=U,20,1,0,1
h[jcb4;pg[VP31&,15,1,1,1
GslZciJheRbpsIHzu,17,1,0,0
#}Fhoh:B{z%O_=c/j,17,1,0,1
kxdnxcubbzb,11,0,0,0
TmWyBguhtDeeVJtHVJ,18,1,0,0
p|&d!#o+*b[p[,13,0,0,1
MtTeUzomEmaJCxQTD,17,1,0,0
".g,-dxtm;a>pt%_x[nhpl",21,0,0,1
ur5|/v.1@_,10,0,1,1
wfXaeGXYVusIZvwfMHEDzp,22,1,0,0
tmtnoik51h5c5s6zc,17,0,1,0
"i%^h,j:*z]dz[",13,0,0,1
SFA5j9zUNGYfI3SRlQ5XnP,22,1,1,0
M!/Z;G&GLID]Vjdwk->Y,20,1,0,1
p4bw85fx,8,0,1,0
".hZ,ei4b_4f3iLZ",15,1,1,1
hoieuckqlncligabi,17,0,0,0
(@n0X%@eiej0(:,14,1,1,1
VllKM-Pp@?R)zFIDR<,18,1,0,1
quvuqkpyjpfmnplnrylntu,22,0,0,0
zn:ut]]tq[/wn><@r[g@,20,0,0,1
JR+rHzM^ulGw-?fR,16,1,0,1
*a*;it<exft{[(u,15,0,0,1
Sb>o+OQfTDOLIME=eaqflT+p,24,1,0,1
k_1m%*0*]ki:us,14,0,1,1
@!^kqmTb%wiS.LL$Xi%,19,1,0,1
}8);@:^*4:]zGqwK/Yq=D(0-,24,1,1,1
e&/_@z5u<%8_6.,14,0,1,1
hi(-}l(.^/{;v,13,0,1,1
"((FN/MlXd,i%B",13,1,0,1
6iPylTO2iEnzI1v,15,1,1,0
ib(=ju]xla,10,0,0,1
TAWpU3u2teDZqqR,15,1,1,0
DZUyYsH0JitoTPA0,16,1,1,0
RSNkyv.),8,1,0,1
Ln(lgnvh?GUGcAh<S=,18,1,0,1
E.!LMa^>OIe,11,1,0,1
imfidjna,8,0,0,0
h3msyxfwoak16id3,16,0,1,0
!gcl;:!&@jdh@{>{=,17,0,0,1
]XzaSkSY/+OBz%3mf99z,20,1,1,1
yfv#j5+t^ww}?$-9kx,18,0,1,1
t1JBqHqnoYEvJ2y1FVeD91V,23,1,1,0
"K+;RZ!,,nlTiQ+d<t)=$",20,1,0,1
YNP4v4d1th5uuwEZrfThbE,22,1,1,0
mtg|h%b1u5-_qf^sz>,18,0,1,1
"?py!k7na7!ry8r,(${e@/]az",24,0,1,1
"z/+.,b=wi$(;?x",14,0,0,1
icnnglywzeonhrgflwz,19,0,0,0
tbuffweugwalutpegu,18,0,0,0
jo&jy[pu,8,1,1,1
NQvXRkwAGM,10,1,0,0
n2iy9nd1,8,0,1,0
vmqsmugplvupw,13,0,0,0
i_*bj{_z*ew{/[yyuy_#@%nd,24,0,0,1
/aP(]{=^w!*nJC.kF(dWY,21,1,0,1
zvkpbgcpogqwsrayxcug,20,0,0,0
ek2t7g0ma5j7,12,0,1,0
xuhylrempznfw,13,0,0,0
"T|j!CWCU,]yShrZIg&9]lH{2",24,1,1,1
8bl2q7z9u4ox4hmgt22y1n1,23,0,1,0
BNrGY92wnUN2YdhQ,16,1,1,0
uZn]8MS<)$mQ6;D,15,1,1,1
vrmmtzxnyebwuwesi,17,0,0,0
jDjpfiOYCycUIGaK4IGSCS,22,1,1,0
kPcxlHfYM^P|(,13,1,0,1
s=m^?kdbw),10,0,0,1
A-WU_gnsr^cCrC(-hEK;Tg,22,1,0,1
V25rEWKFSsYPHjzKRnzTd3X6,24,1,1,0
qggnqitexpcjykpptzvckac,23,0,0,0
dpliltfrjntntqnfhvairypj,24,0,0,0
hWkUfNxvStTgxXOXtxT,19,1,0,0
;h^/yih/%,9,0,0,1
XEc<Ugk+(=&L,12,1,0,1
y4qv0cdc6ebd,12,0,1,0
ymwzbdrqyadpyjgonpw,19,0,0,0
]ND>|1}GY]NZAF%O@,17,1,1,1
JKMgGG{k,8,1,0,1
RJAZvzfYsGCraJNHPesrhQoj,24,1,0,0
pvfxwboyfatadzfw,16,0,0,0
68jrl0xq]5b24o,14,0,1,1
"+,SOkk<j%G!;zxPx*",17,1,0,1
ZUr9PAnsq5M,11,1,1,0
DXQnpwEYvGo6vBk,15,1,1,0
"lMZ^,8M^fDSW46",14,1,1,1
9F54fEIxKGmsEpyAQHBC,20,1,1,0
qWOvl4uLih3X50th2eixYcf,23,1,1,0
obyn8439rji5vyl,15,0,1,0
h5Vz5k8P4PJnMun,15,1,1,0
mkjaxgtgdvkkhq,14,0,0,0
y*%ij{{-]hjq.>+{zcv*l/!_,24,0,0,1
pHxjJeUlslytYcrmM,17,1,0,0
tdoihbjwzspwapfadygsjh,22,0,0,0
lluvwymiigckkdnrnkrphuy,23,0,0,0
})djz:(^+,9,0,0,1
z/q/%zc/,8,0,0,1
lmc7rqzeybgcxexk,16,0,1,0
ocoinkmiqvlbdglcnljtnyfp,24,0,0,0
a5hU4DmPNW)/Ba/yh,17,1,1,1
8G0gBOoOZcBfkdUn8ZKOH,21,1,1,0
f6<9;=].s.r1,12,0,1,1
8JdApAS3BayRoTkIlqKE,20,1,1,0
vpeynogwjw,10,0,0,0
nr1nfjxc7x3b0grxcsyssmf0,24,0,1,0
OqnrtuDqnOWSgRLMrUb,19,1,0,0
qvi{]|$)a!?^_<&sr?+]>),22,0,0,1
N$Y<$!J.nSN[Wgb)../D,20,1,0,1
xBGWlInK41aojv6ogIMBzqV,23,1,1,0
UDCgzH4HB80NmyyK,16,1,1,0
zqNahDr2M,9,1,1,0
qaODoARBvN,10,1,0,0
"5jr,p!47}[858ib/_*487!5%",24,0,1,1
sexgwkvSOJFg,12,1,0,0
bwcqkcxubokzozrbgylcs,21,0,0,0
kombbub5WWkjD2QqD4YQU2Q,23,1,1,0
{%^@@|qp$e>kmbuhb,17,0,0,1
$y?9;!199h<].]nexj/70q+,23,0,1,1
MfRzeVXF,8,1,0,0
@}.B_P#:DMuwYP,14,1,0,1
"#gcy}yrqkt+*,>&)=u#,pvb",23,0,1,1
:aK+pGo($;ax/TL_<yy}oCY[,24,1,0,1
UpMXVO^mR,9,1,0,1
czEqruIYrXUwiNo,15,1,0,0
a]D>GldI6>dFx,13,1,1,1
|t4>8lY0ZUbPI]jR^O,18,1,1,1
$l->w$ut$m,10,0,0,1
3WX1RshaUyMp,12,1,1,0
"bh))j-,%}u/tm|&n$}=suz[",23,0,0,1
4v7wrqg9ywlvf2456su03c1,23,0,1,0
=^=(:^snw*m^kq(,15,0,0,1
TKfxvvrEnKpyvmIPDGEAQF,22,1,0,0
8i|%[}xid[@,11,0,1,1
./!{eojmt-}ox3|&|^yn)$1,23,0,1,1
awy7s6guj72u7wi83kpc0ld9,24,0,1,0
iK*y_$DvW.jZM[Oednfv/yE/,24,1,0,1
tqkqrpqnussqdrbteuippzfk,24,0,0,0
Y9yoLDbh6kdk3NugyL,18,1,1,0
4jte02jdd9,10,0,1,0
o>2e8apsy]x,11,0,1,1
ixxjjauwzmmzl,13,0,0,0
Wji3LMFcXnfSK9nh8g,18,1,1,0
"VlHDo]>DVaVzuz&=,HOv",20,1,0,1
uYAokqsPmOskWzeHg,17,1,0,0
}e<]hx<i%y<c-gfg,16,0,0,1
"+/}<*v-l|q}-.?,",15,0,0,1
bocy7shg0jk8q6fnx0,18,0,1,0
psPVMTvrG2zrN7TFXuy9l,21,1,1,0
DO7zYVevzD46XW2,15,1,1,0
[yQu+)hY,8,1,1,1
PvV]R[.RN%,10,1,0,1
",,=jK>anUp(.Sr:icTiav@q",23,1,0,1
n*!q*26kf,9,0,1,1
h6MYLy:X3&c0?u?:NmB*u;.,23,1,1,1
_60$v>g=ht>$7,13,0,1,1
:Zl]EGfjVIZZ,12,1,0,1
iMsI5zzJDu4vooWdz,17,1,1,0
sn&[gjw[z_qtsn,14,0,0,1
kyozqetgjckuuibgkaq,19,0,0,0
8.%^_*+[o$y?rr,14,0,1,1
LY2a7%y22/FGc8OY9,17,1,1,1
"i{?ak,c/.^>hhve)g;}|<n",22,0,0,1
-}n*S+Nn^s}j]|GVR,17,1,1,1
Zmt9fHlS,8,1,1,0
arx}w?!0}>o)6y$h]m3@3|,22,0,1,1
%eW=TBBu?lI}:kv.uR|eBy,22,1,0,1
n&#{-.@e,8,0,0,1
)_?>kag(o<movb,14,0,0,1
jqbebdcrsskgiorzymp,19,0,0,0
pTAP9dvW3IynYFeWK3M3,20,1,1,0
"hxz._/_^h,",10,0,0,1
ovwNncmQQKuux,13,1,0,0
e:t@m_9?((j<<q+g4%,18,0,1,1
8fthw04i48c4mo,14,0,1,0
aTwGaYDe,8,1,0,0
SqzKMCQ:JCI=*TZ{,16,1,0,1
6NIf05HWyz5tG5,14,1,1,0
zporumunntqnfbagsu,18,0,0,0
wVrSsZmEZNDMLExyRTfiF,21,1,0,0
"(v*iOOg!#%Eq;xl,k-JPIO",22,1,0,1
ne=W@T2QkRZB6DsuV-[,19,1,1,1
wwterdcfhrurqgrvkyfqtr,22,0,0,0
wxHe?nz:j/),11,1,0,1
LKJqY+DNR.DDiiD-,16,1,0,1
>>-#[lv9>4x-!;{u{;|?,20,0,1,1
s+JKMWFjcWqx;.s,15,1,1,1
"g,Nk?TnT>yt<+L",14,1,0,1
vuRXdcrcBTelnhs,15,1,1,0
8Tklo5mKrjONDwoXnzgNg,21,1,1,0
"+d[%0?v*h,<rcl?#wx0i",20,0,1,1
gcqhvafhpj,10,0,0,0
rtXChaoZ,8,1,1,0
nwxdfu>%!qw,11,0,0,1
FZwLhGSuifzOHrHkWquIhVC,23,1,0,0
co+i;HUaDoU,11,1,0,1
tKxkCFmp,8,1,0,0
GSrMscXNHQjAuVZWeTxJzRbd,24,1,0,0
egNKOguC^pkX&SFyj]BCrp}&,24,1,0,1
u)[^j>t?|b!el&,14,0,0,1
iKhnyGxjbQHkqQqpTJBODdrW,24,1,0,0
g1uujdou2VV5KVTxxeR,19,1,1,0
f7owyoq1bu4jkkjdsve9,20,0,1,0
xprpdvrgb4i25ipj8l,18,0,1,0
wlFzCjzCOhAOaF,14,1,0,0
dzwozmjgtpex,12,0,0,0
^|l^3*nkf^b[0o@ckr,18,0,1,1
#;{>Bhv&xVjDRW^/EtC^_S>R,24,1,0,1
x936nlrmiv9a,12,0,1,0
JjjOP44xeNocNQrm,16,1,1,0
iafrhxaairx,11,0,0,0
<(BEu/@|F,9,1,0,1
:d?(ccv$i)?9c+mg0$,18,0,1,1
>r0[=TH|,8,1,1,1
"&3}v8u;?h@1)ow&}2%y(/5*,",24,0,1,1
"r>0x0q#v!4#v,dp{lnl!",20,0,1,1
PvKr6tE-Ys,10,1,1,1
oyegjb7zklwr,12,0,1,0
stjtqhfpppxcpgcucyylel,22,0,0,0
ioW/JRkvblYHBs;Ma,17,1,0,1
H<<Ja-K]JnO^.Trj,16,1,0,1
B!k4Hm.mi#31*l^8TqR,19,1,1,1
dSXrW@;lyN)po%E#,16,1,0,1
yOyKKdBvIVJjNbBacfSOa,21,1,0,0
4{!cp(0p,8,0,1,1
6Hgvs9&Clqlj#M1JgE)*,20,1,1,1
tZpKFxNLGNmbINQyyRQYqV,22,1,0,0
fhxbvdhvbfxj,12,0,0,0
dyuxDFDWdr,10,1,0,0
g1OA>[t3@P/VRZ6xt.4),20,1,1,1
a0n-hvck!.6$i-j,15,0,1,1
ukzavazaoa,10,0,0,0
e44m6cae1ok20xj6x,17,0,1,0
spcynbtflmh,11,0,0,0
r$y#F<vc)_!#dq:]nwU$M,21,1,0,1
1C(?|T$*E_kx_j|wMt,18,1,1,1
"}(q=4/+k)sq3}c57w/$%k,7_",24,0,1,1
Tc6Z5CjtrIZRE,13,1,1,0
YmziusfJXcOHBE,14,1,0,0
kxusvea<ff*{,12,0,0,1
bpdrltllmbkcgq,14,0,0,0
maacqtmjmemqcllh,16,0,0,0
:%/far[bi=l%j%e+;7],19,0,1,1
vh>TOKtyFBgTAU|y-j(KhY)L,24,1,0,1
"p9dl&,u<{|%y!e",14,0,1,1
YgTdflysDtPSLxUgTYV,19,1,0,0
g&cL-dHgQ;L/^cz]u,17,1,0,1
R9Wwm5eVT2XXJcHMAAGkq,21,1,1,0
3)+?2pu0{reh22w*hi+s-lx9,24,0,1,1
lx[&e%oj<,9,0,0,1
gr*h.q^w*h:[,12,0,0,1
"<,b/<dn>>4c",11,0,1,1
m8j7d05q,8,0,1,0
VByQdzVAn,9,1,0,0
OBowJQWlHYLaaEanewUtQ,21,1,0,0
PilHcKzjLCq,11,1,0,0
p[Ynld6Id#DiE}dhx5}(,20,1,1,1
NfdpVqpGxBANXF5EO,17,1,1,0
"!!uZyVTS,RXeW",13,1,1,1
ncczRHmaZUcReuzKJWE,19,1,0,0
dqpixlhkkat,11,0,0,0
rqkcnzcuxoihvzmqj,17,0,0,0
YScaqzJBp6DjbEowZ8,18,1,1,0
l!/|@j.!/.d(/?@(*hkj&y[{,24,0,0,1
[E:^TV=OnXN]Rlx,15,1,0,1
"IM,unewgeX+V^+fFS",17,1,0,1
"gsu,*/z=:%f#.c",14,0,0,1
#jFi|u]wYz,10,1,0,1
t.<$${nv,8,0,0,1
SCAS^?uB:W,10,1,0,1
xr_5?gz=y&3c,12,0,1,1
7[i*+jplb]=q@oy,15,0,1,1
nz)_g[>#7;e?9p>|5]_|p;+8,24,0,1,1
x8ke*f(+f-km*u:,15,0,1,1
^qtl|--}!r:}=?g([,17,0,0,1
uhlcoyrlkbshmoam,16,0,0,0
iRe#meNV,8,1,0,1
"!lx@jycqa,/_}u&f",16,0,0,1
X0s6!GcCYGdc,12,1,1,1
">k-?4b.5?sz|sv#!r.,3#@+",23,0,1,1
"hP]?eyB,Lnye[.;wy_",18,1,0,1
fioe2942s07k0btl5pb,19,0,1,0
XF#e<bzB0ZuieEAJ@ux[x,21,1,1,1
slo$;>6b9._,11,0,1,1
H+*CPKUf,8,1,1,1
sE2wKlyRSwal,12,1,1,0
u3D{=QS_iVCFI>,14,1,1,1
s.o+}ae(o,9,0,1,1
GnGnUjFHVkjFlQGeLExtIpin,24,1,0,0
N>ol}P[PnH%#sXjd=mi|Pwk},24,1,0,1
:tFka!@EJ,9,1,0,1
uggosqpcpbrxgrtvqmgmjdl,23,0,0,0
lcAAVhwo2UGmbXUZRNg,19,1,1,0
tg-|@sks&b,10,0,0,1
r&pk{d(bx%(>ii$jd-r,19,0,0,1
wwqietmkptptza,14,0,0,0
o.apun_%;,9,0,0,1
FIES4pQYeY3RyBbTwH,18,1,1,0
sibeyfdiufhijjbump,18,0,0,0
